,Year,Period,State,State ANSI,Data Item,Value
288,2015,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.01
247,2016,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
204,2017,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.07
154,2018,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.16
106,2019,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.2
65,2020,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.1
24,2021,MARKETING YEAR,NEW YORK,36,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.5
1027,1997,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.83
986,1998,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
945,1999,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.27
904,2000,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.01
863,2001,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.36
822,2002,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.89
781,2003,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.68
740,2004,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.44
699,2005,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
658,2006,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.03
617,2007,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.0
576,2008,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.91
535,2009,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
494,2010,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.18
453,2011,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
412,2012,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.48
371,2013,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.96
330,2014,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.19
289,2015,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.32
248,2016,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.07
205,2017,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.24
155,2018,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.39
107,2019,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.41
66,2020,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.7
25,2021,MARKETING YEAR,NORTH CAROLINA,37,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.95
1028,1997,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.12
987,1998,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.71
946,1999,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.59
905,2000,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.65
864,2001,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.87
823,2002,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.16
782,2003,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.37
741,2004,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.88
700,2005,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.8
659,2006,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.77
618,2007,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.06
577,2008,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.74
536,2009,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.18
495,2010,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.01
454,2011,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.81
413,2012,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.46
372,2013,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.91
331,2014,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.34
290,2015,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.28
249,2016,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.01
206,2017,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.04
156,2018,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.32
108,2019,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.07
67,2020,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.44
26,2021,MARKETING YEAR,NORTH DAKOTA,38,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.3
1029,1997,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.48
988,1998,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.03
947,1999,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.89
906,2000,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.9
865,2001,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.0
824,2002,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.48
783,2003,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
742,2004,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.04
701,2005,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.98
660,2006,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.08
619,2007,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.29
578,2008,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.21
537,2009,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.55
496,2010,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.45
455,2011,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.44
414,2012,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.09
373,2013,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.41
332,2014,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.78
291,2015,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.89
250,2016,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.61
207,2017,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.61
157,2018,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.74
109,2019,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.91
68,2020,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.69
27,2021,MARKETING YEAR,OHIO,39,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.45
1030,1997,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.66
989,1998,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.1
948,1999,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.95
907,2000,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.1
866,2001,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.1
825,2002,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
784,2003,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.6
743,2004,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.53
702,2005,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.39
661,2006,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.17
620,2007,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.07
579,2008,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.46
538,2009,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.71
497,2010,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.66
456,2011,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.22
415,2012,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.04
374,2013,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
333,2014,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.11
292,2015,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.93
251,2016,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.39
208,2017,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.59
158,2018,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.86
110,2019,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.0
69,2020,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.35
28,2021,MARKETING YEAR,OKLAHOMA,40,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.65
1031,1997,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.03
990,1998,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.45
949,1999,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.35
908,2000,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.41
867,2001,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.54
826,2002,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.88
785,2003,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.08
744,2004,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.75
703,2005,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.59
662,2006,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.24
621,2007,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.36
580,2008,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.15
539,2009,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.12
498,2010,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.94
457,2011,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.95
416,2012,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.96
375,2013,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.44
334,2014,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.45
293,2015,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.0
252,2016,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.25
209,2017,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.78
159,2018,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.13
111,2019,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.34
70,2020,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.45
29,2021,MARKETING YEAR,OREGON,41,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.1
1032,1997,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.92
991,1998,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.48
950,1999,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.41
909,2000,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.09
868,2001,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.33
827,2002,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.97
786,2003,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.96
745,2004,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.25
704,2005,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.3
663,2006,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.54
622,2007,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.56
581,2008,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.16
540,2009,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.84
499,2010,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.12
458,2011,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.05
417,2012,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.21
376,2013,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.47
335,2014,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
294,2015,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.97
253,2016,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.04
210,2017,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.87
160,2018,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.22
112,2019,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.13
71,2020,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.51
30,2021,MARKETING YEAR,PENNSYLVANIA,42,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.05
1033,1997,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.79
992,1998,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.4
951,1999,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.29
910,2000,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.1
869,2001,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.2
828,2002,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.7
787,2003,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.7
746,2004,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.3
705,2005,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.19
664,2006,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.98
623,2007,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.88
582,2008,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.59
541,2009,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.86
500,2010,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.49
459,2011,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.6
418,2012,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",7.5
377,2013,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.67
336,2014,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.9
295,2015,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.06
254,2016,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.69
212,2017,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.4
162,2018,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.5
113,2019,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.64
72,2020,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.36
31,2021,MARKETING YEAR,SOUTH CAROLINA,45,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.9
1034,1997,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.15
993,1998,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.61
952,1999,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.54
911,2000,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.61
870,2001,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.75
829,2002,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.17
788,2003,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.28
747,2004,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.82
706,2005,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",1.79
665,2006,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",2.88
624,2007,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.17
583,2008,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.78
542,2009,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.23
501,2010,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",5.09
460,2011,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.03
419,2012,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",6.72
378,2013,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",4.05
337,2014,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.34
296,2015,MARKETING YEAR,SOUTH DAKOTA,46,"CORN, GRAIN - PRICE RECEIVED, MEASURED IN $ / BU",3.3
